tempo,deslocamento,velocidade,aceleracao
0.615,0.3021514499474457,0.9272528047300683,0.9889906091109417
0.616,0.3030791967310546,0.9282402458613399,0.9858908501843494
0.617,0.30400792940511273,0.9292245848266691,0.9827862799547179
0.618,0.30493764486505126,0.9302058168229412,0.9796769148013991
0.619,0.30586834000150637,0.9311839370634293,0.9765627711207842
0.62,0.3068000117003358,0.9321589407778113,0.9734438653262261
0.621,0.307732656842635,0.933130823212187,0.97032021384796
0.622,0.308666272304754,0.9340995796290948,0.9671918331330259
0.623,0.3096008549583134,0.9350652053075286,0.9640587396451908
0.624,0.3105364016702211,0.9360276955429542,0.9609209498648688
0.625,0.31147290930268867,0.9369870456473263,0.9577784802890437
0.626,0.3124103747132479,0.9379432509491048,0.9546313474311899
0.627,0.31334879475476735,0.9388963067932712,0.951479567821195
0.628,0.31428816627546874,0.939846208541345,0.9483231580052796
0.629,0.3152284861189437,0.9407929515714004,0.9451621345459187
0.63,0.3161697511241701,0.9417365312780818,0.9419965140217654
0.631,0.31711195812552884,0.9426769430726204,0.9388263130275685
0.632,0.3180551039528203,0.9436141823828503,0.9356515481740956
0.633,0.3189991854312809,0.9445482446532243,0.9324722360880544
